"clinic_name","clinic_addr_line1","clinic_suite","clinic_addr_line2","clinic_city_desc","clinic_state_desc","clinic_zip","county_desc","total_volume_ordered","most_recent_order_date","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"CVS/pharmacy01596","140 East Chestnut Street",,,"Mifflinburg","Pennsylvania","17844","Union",,,"POINT (-77.033674 40.922513)",,,
"FPC-Selinsgrove 1 Family Practice Center","21 Susquehanna Valley Mall Drive","A",,"Selinsgrove","Pennsylvania","17870","Snyder","100","2021-04-13T00:00:00.000","POINT (-76.850738 40.821767)",,,
"AHOLD USA-GIANT PHARMACY-6447","2300 LINGLESTOWN RD",,,"HARRISBURG","PA","17110","Dauphin",,,"POINT (-76.861591 40.32909)",,,
"VDI-Village Pharmacy Bessemer","1624 E Poland Rd",,,"Bessemer","Pennsylvania","16112","Lawrence",,,"POINT (-80.469431 40.975793)",,,
"Giant Eagle Pharmacy-70","4007 Washington Rd",,,"Canonsburg","Pennsylvania","15317","Washington",,,"POINT (-80.128156 40.270513)",,,
"Astis South Hills Pharmacy Retail","250 MOUNT LEBANON BLVD","300",,"Pittsburgh","Pennsylvania","15234","Allegheny",,,"POINT (-80.03749 40.368461)",,,
"Walmart Store #2205","1800 LOUCKS RD STE 100",,,"YORK","Pennsylvania","17408","York",,,"POINT (-76.773479 39.973457)",,,
"Walmart Store #3838","2010 VILLAGE CENTER DR",,,"TARENTUM","Pennsylvania","15084","Allegheny",,,"POINT (-79.802158 40.566499)",,,
"GIANT PHARMACY-6522","1874 BETHLEHEM PIKE",,,"FLOURTOWN","PA","19031","Montgomery",,,"POINT (-75.214016 40.11031)",,,
"CVS/pharmacy01617","50 Bridge St",,,"Tunkhannock","Pennsylvania","18657","Wyoming",,,"POINT (-75.947604 41.536845)",,,
"RITE AID STORE #03273","1201 SOUTH BETHLEHEM PIKE",,,"AMBLER","Pennsylvania","19002","Montgomery",,,"POINT (-75.214061 40.15785)",,,
"CVS/pharmacy02321","744 Wertzville Road",,,"Enola","Pennsylvania","17025","Cumberland",,,"POINT (-76.946718 40.287653)",,,
"Walmart Store #4404","50 NEWBERRY PKWY",,,"ETTERS","Pennsylvania","17319","York",,,"POINT (-76.813254 40.149682)",,,
"RITE AID STORE #01758","113 EAST BALTIMORE AVENUE",,,"CLIFTON HEIGHTS","Pennsylvania","19018","Delaware",,,"POINT (-75.295147 39.930044)",,,
"Giant Eagle Pharmacy-15","1701 LINCOLN HWY",,,"North Versailles","Pennsylvania","15137","Allegheny",,,"POINT (-79.786011 40.370408)",,,
"UPMC Pinnacle Hanover","300 HIGHLAND AVENUE",,,"HANOVER","PENNSYLVANIA","17331","York","700","2021-04-13T00:00:00.000","POINT (-76.983731 39.807981)",,,
"Walmart Store #1823","495 EISENHOWER DR",,,"HANOVER","Pennsylvania","17331","York",,,"POINT (-76.978492 39.825157)",,,
"RITE AID STORE #10991","1730 WILMINGTON ROAD",,,"NEW CASTLE","Pennsylvania","16105","Lawrence",,,"POINT (-80.354376 41.018895)",,,
"RITE AID STORE #11023","300 S. FAYETTE STREET",,,"SHIPPENSBURG","Pennsylvania","17257","Cumberland",,,"POINT (-77.520251 40.044218)",,,
"AHOLD USA-GIANT PHARMACY 6023","700 NUTT RD",,,"Phoenixville","Pennsylvania","19460","Chester",,,"POINT (-75.534998 40.132154)",,,
"GIANT PHARMACY-6463","173 HOLLY ROAD",,,"GILBERTSVILLE","PA","19525","Montgomery",,,"POINT (-75.620261 40.334647)",,,
"Bechtels Pharmacy Inc","302 Main Street",,,"Slatington","Pennsylvania","18080","Lehigh",,,"POINT (-75.608012 40.7525)",,,
"GIANT PHARMACY-6052","993 WAYNE AVENUE",,,"CHAMBERSBURG","PA","17201","Franklin",,,"POINT (-77.653154 39.914057)",,,
"The Medicine Shoppe-Dallas","26 Dallas Shopping Center",,,"Dallas","Pennsylvania","18612","Luzerne","100","2021-04-13T00:00:00.000",,,,
"Giant Eagle Pharmacy-6386","1700 New Butler Rd.",,,"New Castle","Pennsylvania","16101","Lawrence",,,"POINT (-80.311827 40.985797)",,,
"Walmart Store #2664","21920 ROUTE #119",,,"PUNXSUTAWNEY","Pennsylvania","15767","Jefferson",,,"POINT (-78.983318 40.928792)",,,
"RITE AID STORE #01640","910 WEST BROADWAY",,,"RED LION","Pennsylvania","17356","York",,,"POINT (-76.621664 39.896567)",,,
"GIANT PHARMACY-6074","3015 W EMAUS AVE",,,"Allentown","Pennsylvania","18103","Lehigh",,,"POINT (-75.481717 40.557741)",,,
"VDI-Port Allegany Phamacy","54-56 North Main street",,,"Port Allegany","Pennsylvania","16743","McKean",,,"POINT (-78.283786 41.815498)",,,
"AHOLD USA-GIANT PHARMACY 6006","136 KLINE VILLAGE",,,"HARRISBURG","PA","17104","Dauphin",,,"POINT (-76.840604 40.271531)",,,
"RITE AID STORE #10980","1759 GOUCHER STREET",,,"JOHNSTOWN","Pennsylvania","15905","Cambria",,,"POINT (-78.954156 40.322802)",,,
"Minnichs Pharmacy","976 S. George St",,,"York","Pennsylvania","17403","York",,,"POINT (-76.720984 39.947453)",,,
"MLHC-Paoli Hospital","255 W LANCASTER AVE",,,"Paoli","Pennsylvania","19301","Chester","2000","2021-04-13T00:00:00.000","POINT (-75.499817 40.042098)",,,
"Patton Pharmacy and VS Variety","503 Railroad Avenue Suite 2",,,"Patton","Pennsylvania","16668","Cambria",,,"POINT (-78.650321 40.638353)",,,
"CVS/pharmacy01919","815 N. Front St.",,,"Philipsburg","Pennsylvania","16866","Centre",,,"POINT (-78.22911 40.902702)",,,
"Adams Cumberland Pharmacy-Biglerville","3463 Biglerville Rd",,,"Biglerville","Pennsylvania","17307","Adams","1000","2021-04-13T00:00:00.000","POINT (-77.248303 39.924777)",,,
"Haydens Pharmacy","505 NORTH FOURTH STREET",,"EXCELA MEDICAL BUILDING","Youngwood","Pennsylvania","15697","Westmoreland","1270","2021-04-13T00:00:00.000","POINT (-79.574993 40.246111)",,,
"Walgreens Store # 6924","152 E. Lancaster Ave.",,,"Paoli","Pennsylvania","19301","Chester",,,"POINT (-75.476955 40.04214)",,,
"Millcreek Manor Pharmacy","5535 Peach St",,,"Erie","Pennsylvania","16509","Erie",,,"POINT (-80.093535 42.073055)",,,
"Walmart Store #2169","1731 BLAKESLEE BOULEVARD DR E",,,"LEHIGHTON","Pennsylvania","18235","Carbon",,,"POINT (-75.74055 40.812375)",,,
"Sav-On Pharmacy-Media","527 E. Baltimore Pike",,,"Media","Pennsylvania","19063","Delaware",,,"POINT (-75.379905 39.915376)",,,
"RITE AID STORE #00813","104 E THIRD STREET",,,"BETHLEHEM","Pennsylvania","18015","Northampton",,,"POINT (-75.376536 40.612003)",,,
"Weis Pharmacy-142","1500 N CEDAR CREST BLVD",,,"Allentown","Pennsylvania","18104","Lehigh",,,"POINT (-75.533056 40.612999)",,,
"Darlings Sugar Grove Healthmart Pharmacy","17 Forest St",,,"Sugar Grove","Pennsylvania","16350","Warren",,,"POINT (-79.341241 41.982825)",,,
"AHOLD USA-GIANT PHARMACY-6481","10 E RIDGE PIKE",,,"Conshohocken","Pennsylvania","19428","Montgomery",,,"POINT (-75.284955 40.093887)",,,
"Giant Eagle Pharmacy-79","510 Marwalt Lane",,,"Roaring Spring","Pennsylvania","16673","Blair",,,"POINT (-78.391617 40.330001)",,,
"Centerville Clinics-Uniontown","86 McClellandtown Rd",,,"Uniontown","Pennsylvania","15401","Fayette","300","2021-04-13T00:00:00.000","POINT (-79.735949 39.902346)",,,
"Giant (Martins) Pharmacy 6523","2180 West Chester Pike",,,"Broomall","Pennsylvania","19008","Delaware",,,"POINT (-75.344996 39.979161)",,,
"CVS/pharmacy07677","165 South Richland Ave.",,,"York","Pennsylvania","17404","York",,,"POINT (-76.748594 39.953129)",,,
"CVS/pharmacy01613","518 Southern Avenue",,,"S. Williamsport","Pennsylvania","17702","Lycoming",,,"POINT (-77.001005 41.231202)",,,
"Giant Eagle Pharmacy-68","5990 UNIVERSITY BLVD","Suite 4",,"Coraopolis","Pennsylvania","15108","Allegheny",,,"POINT (-80.218038 40.519528)",,,
"PSH Cmty Vax Site-Lancaster","1600 Cloister Drive",,,"Lancaster","Pennsylvania","17601","Lancaster","3000","2021-04-13T00:00:00.000","POINT (-76.356615 40.082268)",,,
"Woodlyn Pharmacy","1301 Jefferson Avenue",,,"Woodlyn","Pennsylvania","19094","Delaware",,,"POINT (-75.343867 39.874857)",,,
"Susq Community Health and Dental Cente","471 Hepburn Street",,,"Williamsport","Pennsylvania","17701","Lycoming","100","2021-04-13T00:00:00.000","POINT (-77.006961 41.241842)",,,
"Weis Pharmacy-56","1056 Wayne Avenue",,,"Chambersburg","PA","17201","Franklin",,,"POINT (-77.651329 39.911898)",,,
"Mill Street Pharmacy Inc","416 Mill Street",,,"Bristol","Pennsylvania","19007","Bucks",,,"POINT (-74.859605 40.09652)",,,
"RITE AID STORE #02380","975 MARKET STREET",,,"MEADVILLE","Pennsylvania","16335","Crawford",,,"POINT (-80.154203 41.636692)",,,
"Brockie Pharmatech","209 N. Beaver St.",,,"York","Pennsylvania","17401","York",,,"POINT (-76.731123 39.964709)",,,
"CVS/pharmacy17370","4220 N 5th Street Hwy",,,"Temple","PA","195601738","Berks",,,"POINT (-75.92757 40.396962)",,,
"Esterbrook Pharmacy","301 S 7th Ave","145",,"West Reading","Pennsylvania","19611","Berks",,,"POINT (-75.95222 40.330638)",,,
"Giant Eagle Pharmacy-88","110 S. Martin St",,,"Titusville","Pennsylvania","16354","Crawford",,,"POINT (-79.671596 41.626136)",,,
"Burns Pharmacy","82 N Pennsylvania Ave",,,"Morrisville","Pennsylvania","19067","Bucks","200","2021-04-13T00:00:00.000","POINT (-74.776635 40.209881)",,,
"Tops Pharmacy #601","1702 E. 38th Street",,,"Erie","Pennsylvania","16510","Erie",,,"POINT (-80.030109 42.115741)",,,
"RITE AID STORE #10919","4534 BROADWAY BLVD.",,,"MONROEVILLE","Pennsylvania","15146","Allegheny",,,"POINT (-79.76592 40.389886)",,,
"Mercy Catholic Medical Center","1500 Lansdowne Ave.",,,"Darby","Pennsylvania","19023","Delaware","400","2021-04-13T00:00:00.000","POINT (-75.267031 39.924718)",,,
"Walmart Store #4687","275 N GULPH RD",,,"KING OF PRUSSIA","Pennsylvania","19406","Montgomery",,,"POINT (-75.399074 40.085315)",,,
"Walmart Store #2167","270 INDIAN RUN ST",,,"EXTON","Pennsylvania","19341","Chester",,,"POINT (-75.630934 40.022771)",,,
"RITE AID STORE #00679","123 SOUTH 69TH STREET",,,"UPPER DARBY","Pennsylvania","19082","Delaware",,,"POINT (-75.258074 39.957723)",,,
"Wegmans Pharmacy #098","345 Colonnade Blvd.",,,"State College","Pennsylvania","16803","Centre",,,"POINT (-77.907402 40.810472)",,,
"CVS/pharmacy07838","1149 Ben Franklin Hwy. West",,,"Douglassville","Pennsylvania","19518","Berks",,,"POINT (-75.729899 40.261134)",,,
"Wegmans Pharmacy #050","1056 E. Lancaster Ave",,,"Downingtown","PA","19335","Chester",,,"POINT (-75.678286 40.018406)",,,
"Sav-On Pharmacy-Norristown","2775 W Main Street",,,"Norristown","Pennsylvania","19403","Montgomery",,,"POINT (-75.395002 40.146577)",,,
"GIANT PHARMACY-6505","1375 E BOOT ROAD",,,"West Chester","Pennsylvania","19380","Chester",,,"POINT (-75.568437 39.997833)",,,
"Giant Eagle Pharmacy-4012","2357 E. State Street",,,"Hermitage","Pennsylvania","16148","Mercer",,,"POINT (-80.466535 41.233423)",,,
"RITE AID STORE #02017","762 EAST JOHNSON HIGHWAY",,,"NORRISTOWN","Pennsylvania","19401","Montgomery",,,"POINT (-75.317783 40.125455)",,,
"The Medicine Shoppe-York","1698 S QUEEN ST",,,"York","Pennsylvania","17403","York",,,"POINT (-76.705379 39.942899)",,,
"CVS/pharmacy06043","302 W. Bridge St.",,,"New Hope","Pennsylvania","18938","Bucks",,,"POINT (-74.965597 40.363256)",,,
"Walgreens Store # 10894","280 New Castle Rd.",,,"Butler","Pennsylvania","16001","Butler",,,"POINT (-79.939763 40.87299)",,,
"Weis Pharmacy-37","801 N Loyalsock Ave",,,"Montoursville","Pennsylvania","17754","Lycoming",,,"POINT (-76.917744 41.258833)",,,
"CVS Pharmacy #5100","429 Smithfield St.",,,"Pittsburgh","Pennsylvania","15222","Allegheny",,,"POINT (-79.999065 40.439491)",,,
"Walgreens Store # 9942","2646 Darlington Rd.",,,"Beaver Falls","Pennsylvania","15010","Beaver",,,"POINT (-80.380868 40.775376)",,,
"CVS/pharmacy01604","505 North Derr Drive",,,"Lewisburg","Pennsylvania","17837","Union",,,"POINT (-76.892808 40.967641)",,,
"Walgreens Store # 2536","840 E. Baltimore Pike",,,"Kennett Square","Pennsylvania","19348","Chester",,,"POINT (-75.682188 39.861959)",,,
"Famcare Pharmacy","1429 BURGETTSTOWN PLAZA",,,"Burgettstown","Pennsylvania","15021","Washington",,,"POINT (-80.392961 40.381549)",,,
"UPMC-Shadyside","5230 Centre Avenue",,,"Pittsburgh","Pennsylvania","15232","Allegheny","2340","2021-04-13T00:00:00.000","POINT (-79.94113 40.45514)",,,
"VDI-Nickmans Drug 129","90 W Church Street",,,"Fairchance","Pennsylvania","15436","Fayette",,,"POINT (-79.755979 39.820416)",,,
"Weis Pharmacy-92","2850 Carlisle Road",,,"Dover","PA","17315","York",,,"POINT (-76.814207 39.98191)",,,
"RITE AID STORE #11007","1338 EAST GRANDVIEW BLVD.",,,"ERIE","Pennsylvania","16504","Erie",,,"POINT (-80.029768 42.1078)",,,
"Evangelical Community Hospital","1 Hospital Drive",,,"Lewisburg","Pennsylvania","17837","Union","1170","2021-04-13T00:00:00.000","POINT (-76.91638 41.010004)",,,
"Walmart Store #4348","200 COMMERCE DR",,,"DUNCANSVILLE","Pennsylvania","16635","Blair",,,"POINT (-78.432843 40.370159)",,,
"RITE AID STORE #11042","2178 W. UNION BLVD.",,,"BETHLEHEM","Pennsylvania","18018","Lehigh",,,"POINT (-75.420055 40.626288)",,,
"SLUHHN-Bethlehem","801 OSTRUM ST",,"Attn: Inpatient Pharmacy","Bethlehem (Part-Lehigh)","Pennsylvania","18015","Northampton","1170","2021-04-13T00:00:00.000","POINT (-75.392507 40.608697)",,,
"RITE AID STORE #00729","59 NORTH QUEEN STREET",,,"LANCASTER","Pennsylvania","17603","Lancaster",,,"POINT (-76.305949 40.039393)",,,
"Weis Pharmacy-19","1571 Route 209",,,"Millersburg","Pennsylvania","17061","Dauphin",,,"POINT (-76.923211 40.539586)",,,
"CVS/pharmacy01582","115 Northumberland Street",,,"Danville","Pennsylvania","17821","Montour",,,"POINT (-76.61872 40.964841)",,,
"RITE AID STORE #10969","10 CLAY PIKE",,,"NORTH HUNTINGDON","Pennsylvania","15642","Westmoreland",,,"POINT (-79.739956 40.330957)",,,
"DeBalkos Standard Drug","322 S. Hancock Street",,,"Mcadoo","Pennsylvania","18237","Schuylkill",,,"POINT (-75.995685 40.898663)",,,
"UPMC-St Margaret Hospital","815 Freeport   Road",,,"Pittsburgh","Pennsylvania","15215","Allegheny","1500","2021-04-13T00:00:00.000","POINT (-79.896038 40.487472)",,,
"RITE AID STORE #04004","2108 MACARTHUR ROAD",,,"WHITEHALL","Pennsylvania","18052","Lehigh",,,"POINT (-75.487475 40.63534)",,,
"VDI-Boalsburg Apothecary","3901 S Atherton St","1",,"State College","Pennsylvania","16801","Centre","300","2021-04-13T00:00:00.000","POINT (-77.801278 40.781213)",,,
"Fishers Pharmacy","654 East Pitt St",,"PO box 346","Bedford","Pennsylvania","15522","Bedford","1000","2021-04-13T00:00:00.000","POINT (-78.491298 40.018476)",,,
"CVS/pharmacy04772","3425 Schuylkill Road",,,"Spring City","Pennsylvania","19475","Chester",,,"POINT (-75.566791 40.181876)",,,
"RITE AID STORE #02000","330 CUMBERLAND PARKWAY",,,"MECHANICSBURG","Pennsylvania","17055","Cumberland",,,"POINT (-76.980237 40.193215)",,,
"RITE AID STORE #10967","6090 ROUTE 30",,,"GREENSBURG","Pennsylvania","15601","Westmoreland",,,,,,
"CVS/pharmacy02481","312 South Henderson Road",,,"King of Prussia","Pennsylvania","19406","Montgomery",,,"POINT (-75.35993 40.090593)",,,
"RITE AID STORE #03620","1550 COLUMBIA AVENUE",,,"LANCASTER","Pennsylvania","17603","Lancaster",,,"POINT (-76.344405 40.038007)",,,
"Walgreens Store # 9950","2055 Old Washington Pike",,,"Carnegie","Pennsylvania","15106","Allegheny",,,"POINT (-80.09033 40.388045)",,,
"VDI-Nickmans Drug 109","3 Lemont Plaza",,,"Lemont Furnace","Pennsylvania","15456","Fayette",,,,,,
"Bushy Run Pharmacy Inc","2106 Route 130",,,"Harrison City","Pennsylvania","15636","Westmoreland","2670","2021-04-13T00:00:00.000","POINT (-79.648483 40.353617)",,,
"CVS/pharmacy01305","3519 Nazareth Rd.",,,"Easton","Pennsylvania","18045","Northampton",,,"POINT (-75.277935 40.708176)",,,
"PHARMSCRIPT OF PA LLC","200 W Kensinger Drive","600",,"Cranberry Twp","Pennsylvania","16066","Butler",,,"POINT (-80.116904 40.711254)",,,
"RITE AID STORE #03425","807 SOUTH 4TH STREET",,,"HAMBURG","Pennsylvania","19526","Berks",,,"POINT (-75.977848 40.542133)",,,
"RITE AID STORE #11165","200 KIMBERTON ROAD",,,"PHOENIXVILLE","Pennsylvania","19460","Chester",,,"POINT (-75.535501 40.131689)",,,
"CVS/pharmacy05096","204 East 2ND Street",,,"Oil City","Pennsylvania","16301","Venango",,,"POINT (-79.707335 41.427947)",,,
"Weis Pharmacy-74","2525 Memorial Hwy",,,"Dallas","PA","18612","Luzerne",,,"POINT (-75.959383 41.334309)",,,
"CVS/pharmacy01304","1802 Lehigh Street",,,"Allentown","Pennsylvania","18103","Lehigh",,,"POINT (-75.480772 40.576095)",,,
"RITE AID STORE #10984","178 POINT PLAZA",,,"BUTLER","Pennsylvania","16001","Butler",,,"POINT (-79.929902 40.869023)",,,
"PHN-Altoona Community Health Center","1701 12th Avenue","F","Altoona","Altoona","Pennsylvania","16601","Blair","100","2021-04-13T00:00:00.000","POINT (-78.407288 40.51322)",,,
"RITE AID STORE #03609","415 EAST QUEEN STREET",,,"CHAMBERSBURG","Pennsylvania","17201","Franklin",,,"POINT (-77.653984 39.93488)",,,
"Giant Eagle Pharmacy-8991","600 Lindbergh Drive","Suite 300",,"Coraopolis","Pennsylvania","15108","Allegheny",,,"POINT (-80.213958 40.498325)",,,
"RITE AID STORE #00451","1200 WEST MARKET STREET",,,"YORK","Pennsylvania","17404","York",,,"POINT (-76.752557 39.954747)",,,
"Walmart Store #3810","620 GRAVEL PIKE",,,"EAST GREENVILLE","Pennsylvania","18041","Montgomery",,,"POINT (-75.508383 40.413501)",,,
"The Hometown Pharmacy-Grove City","49 Pine Grove Sq",,,"Grove City","Pennsylvania","16127","Mercer","600","2021-04-13T00:00:00.000","POINT (-80.111412 41.167134)",,,
"Giant Eagle Pharmacy-2402","4192 Glades Pike",,,"Somerset","Pennsylvania","15501","Somerset",,,"POINT (-79.108128 40.010249)",,,
"Mainline Pharmacy-Hastings","317 Beaver St.",,,"Hastings","Pennsylvania","16646","Cambria","1870","2021-04-13T00:00:00.000","POINT (-78.712152 40.665551)",,,
"CVS Pharmacy # 1608","220 Main Street",,,"Watsontown","Pennsylvania","17777","Northumberland",,,"POINT (-76.862305 41.083143)",,,
"RITE AID STORE #11062","3382 ROUTE 940",,,"MOUNT POCONO","Pennsylvania","18344","Monroe",,,"POINT (-75.361168 41.126096)",,,
"GIANT PHARMACY-6106","6542 LOWER YORK RD",,,"New Hope","Pennsylvania","18938","Bucks",,,"POINT (-74.977248 40.359166)",,,
"John Manubay MD LLC","4400 Penn Ave",,,"Sinking Spring","Pennsylvania","19608","Berks","100","2021-04-13T00:00:00.000","POINT (-76.031422 40.326169)",,,
"Custom Care Pharmacy-Milton-Retail","57 S. Front St.",,,"Milton","Pennsylvania","17847","Northumberland",,,"POINT (-76.855706 41.019034)",,,
"CVS/pharmacy17462","912 Airport Center Dr",,,"Allentown","PA","181099385","Lehigh",,,"POINT (-75.438893 40.638349)",,,
"CVS/pharmacy02565","110 Reuter Blvd",,,"Towanda","Pennsylvania","18848","Bradford",,,"POINT (-76.450625 41.783597)",,,
"Giant Eagle Pharmacy-38","1901 Murray Avenue",,,"Pittsburgh","Pennsylvania","15217","Allegheny",,,"POINT (-79.922886 40.435876)",,,
"Primemed-Dr. Patrick Connors","2232 Pittston Ave",,,"Scranton","Pennsylvania","18505","Lackawanna","500","2021-04-13T00:00:00.000","POINT (-75.681141 41.384922)",,,
"CVS/pharmacy01921","1310 York Road",,,"Gettysburg","Pennsylvania","17325","Adams",,,"POINT (-77.200296 39.844518)",,,
"RITE AID STORE #00819","340 EAST HIGH STREET",,,"POTTSTOWN","Pennsylvania","19464","Montgomery",,,"POINT (-75.646124 40.245125)",,,
"AHOLD USA-GIANT PHARMACY-6083","539 N OAK AVENUE",,,"ALDAN","PA","19018","Delaware",,,"POINT (-75.305801 39.932791)",,,
"CVS/pharmacy05093","100 Market Street",,,"Warren","Pennsylvania","16365","Warren",,,"POINT (-79.145139 41.844114)",,,
"RITE AID STORE #11083","1593 ELMIRA STREET",,,"SAYRE","Pennsylvania","18840","Bradford",,,"POINT (-76.539303 41.971832)",,,
"Cornerstone Coordinated Health Care LLC","40 West Frack Street",,,"Frackville","Pennsylvania","17931","Schuylkill","100","2021-04-13T00:00:00.000","POINT (-76.232047 40.784801)",,,
"RITE AID STORE #01567","2901 SPRINGFIELD ROAD",,,"BROOMALL","Pennsylvania","19008","Delaware",,,"POINT (-75.372854 39.982228)",,,
"PHN-Titusville Community Health","120 South Martin St",,,"Titusville","Pennsylvania","16354","Crawford","100","2021-04-13T00:00:00.000","POINT (-79.671599 41.625877)",,,
"ccmh-Charles Cole Memorial Hospital","1001 East Second Street",,,"Coudersport","Pennsylvania","16915","Potter","1170","2021-04-13T00:00:00.000","POINT (-77.979741 41.770667)",,,
"Walmart Store #3228","6700 HOLLYWOOD BLVD",,,"DELMONT","Pennsylvania","15626","Westmoreland",,,"POINT (-79.590204 40.400744)",,,
"Weis Pharmacy-106","589 PA SR 590",,,"Hamlin","Pennsylvania","18427","Wayne",,,"POINT (-75.403588 41.403934)",,,
"RITE AID STORE #11091","5707 EASTON ROAD",,"P.O. BOX 1140","Plumsteadville","Pennsylvania","18949","Bucks",,,"POINT (-75.145897 40.38058)",,,
"RITE AID STORE #00803","300 Market Street",,,"Johnstown","Pennsylvania","15901","Cambria",,,"POINT (-78.921142 40.324329)",,,
"Exton Pharmacy at Marchood","1 Marchood Rd",,,"Exton","Pennsylvania","19341","Chester","100","2021-04-13T00:00:00.000","POINT (-75.639435 40.04787)",,,
"Giant Eagle Pharmacy-71","181 Sophira Lane",,,"Altoona","Pennsylvania","16602","Blair",,,"POINT (-78.387281 40.485204)",,,
"Walmart Store #5360","11415 HYDETOWN RD",,,"TITUSVILLE","Pennsylvania","16354","Crawford",,,"POINT (-79.69681 41.634033)",,,
"RITE AID STORE #04256","1321 EASTON ROAD",,,"ABINGTON","Pennsylvania","19001","Montgomery",,,"POINT (-75.131256 40.126834)",,,
"Walmart Store #5239","567 ROUTE 100 N",,,"BECHTELSVILLE","Pennsylvania","19505","Berks",,,"POINT (-75.628006 40.35162)",,,
