"store_name","address_1","city","county","state","zip_code","vaccine","date","doses","georeferenced_latitude_longitude"
"Rite Aid Pharmacy 10899","3200 Oregon Drive","Lower Burrell","Westmoreland County","PA","15068","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.701507 40.584638)"
"Rite Aid Pharmacy 11036","1913 East Third Street","Williamsport","Lycoming County","PA","17701","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.963834 41.248756)"
"Weis Markets Inc","801 Loyalsock Ave","Montoursville","Lycoming","PA","17754","Moderna","2021-01-25T00:00:00.000","100",
"Weis Markets Inc","2400 E Market Street","York","York","PA","17402","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.67935 39.974307)"
"Rite Aid Pharmacy 03602","5675 York Road","New Oxford","Adams County","PA","17350","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.042363 39.867097)"
"Rite Aid Pharmacy 01922","315 West Fourth Street","Quarryville","Lancaster County","PA","17566","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.169588 39.893979)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0066","Beaver Falls","Beaver","PA","15010","Moderna","2021-01-25T00:00:00.000","200",
"Rite Aid Pharmacy 00819","340 East High Street","Pottstown","Montgomery County","PA","19464","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.646124 40.245125)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #6386","New Castle","Lawrence","PA","16101","Moderna","2021-01-25T00:00:00.000","100",
"Weis Markets Inc","351 E High Street","Carlisle","Cumberland","PA","17013","Moderna","2021-01-25T00:00:00.000","100","POINT (-77.181947 40.200868)"
"Weis Markets Inc","725 Columbia Blvd","Bloomsburg","Columbia","PA","17815","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.443344 41.002738)"
"Rite Aid Pharmacy 01448","412 Broadway Street","Coraopolis","Allegheny County","PA","15108","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.161093 40.516553)"
"Rite Aid Pharmacy 00205","26 West Independence Street","Shamokin","Northumberland County","PA","17872","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.557588 40.790891)"
"Weis Markets Inc","224 N Logan Blvd","Burnham","Mifflin","PA","17009","Moderna","2021-01-25T00:00:00.000","100","POINT (-77.570555 40.63251)"
"Weis Markets Inc","15260-2 Kutztown Road","Kutztown","Berks","PA","19530","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.765862 40.528383)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2421","Ligonier","Westmoreland","PA","15658","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 10998","165 Butler Road","Kittanning","Armstrong County","PA","16201","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.526273 40.805759)"
"Rite Aid Pharmacy 04284","3601 Walnut Street","Harrisburg","Dauphin County","PA","17109","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.836931 40.288332)"
"Rite Aid Pharmacy 01709","15 Centennial Way","Scottdale","Westmoreland County","PA","15683","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.587061 40.101509)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0010","North Huntingdon","Westmoreland","PA","15642","Moderna","2021-01-25T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0072","Pittsburgh","Allegheny","PA","15238","Moderna","2021-01-25T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0094","Aliquippa","Beaver","PA","15001","Moderna","2021-01-25T00:00:00.000","200",
"Rite Aid Pharmacy 00321","455 North 3rd Street","Oxford","Chester County","PA","19363","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.976612 39.794964)"
"Rite Aid Pharmacy 06739","1365 Logan Avenue","Tyrone","Blair County","PA","16686","Moderna","2021-01-25T00:00:00.000","200","POINT (-78.237732 40.67559)"
"Weis Markets Inc","5580 Crawford Drive","Bethlehem","Northampton","PA","18017","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.389087 40.673466)"
"Weis Markets Inc","4521 William Penn Hwy","Mifflintown","Juniata","PA","17059","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.390474 40.561165)"
"Weis Markets Inc","25 W Germantown Pike","Norristown","Montgomery","PA","19401","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.313951 40.142791)"
"Rite Aid Pharmacy 11058","241 North First Street","Lehighton","Carbon County","PA","18235","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.709009 40.836329)"
"Rite Aid Pharmacy 01830","77 Reuters Boulevard","Towanda","Bradford County","PA","18848","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.450216 41.783144)"
"Weis Markets Inc","1916 Lycoming Creek Road","Williamsport","Lycoming","PA","17701","Moderna","2021-01-25T00:00:00.000","100","POINT (-77.043559 41.255188)"
"Rite Aid Pharmacy 02380","975 Market Street","Meadville","Crawford County","PA","16335","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.154203 41.636692)"
"Rite Aid Pharmacy 02433","813 Third Avenue","New Brighton","Beaver County","PA","15066","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.313854 40.734676)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0093","Brentwood","Allegheny","PA","15227","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 00170","128 North Courtland Street","East Stroudsburg","Monroe County","PA","18301","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.183088 41.002307)"
"Rite Aid Pharmacy 00696","15 West Centre Street","Mahanoy City","Schuylkill County","PA","17948","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.14186 40.812696)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2404","Verona","Allegheny","PA","15147","Moderna","2021-01-25T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0032","Export","Westmoreland","PA","15632","Moderna","2021-01-25T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0482","Northern Cambria","Cambria","PA","15714","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 07861","3145 Main Street","Morgantown","Berks County","PA","19543","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.890344 40.15519)"
"Rite Aid Pharmacy 03768","1249 Horseshoe Pike","Downingtown","Chester County","PA","19335","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.769464 40.036586)"
"Rite Aid Pharmacy 10994","135 South Market Street","New Wilmington","Lawrence County","PA","16142","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.333109 41.121605)"
"Weis Markets Inc","2600 Willow St Pike North","Willow Street","Lancaster","PA","17584","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.27983 39.984716)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0008","New Kensington","Westmoreland","PA","15068","Moderna","2021-01-25T00:00:00.000","200",
"Wegmans Food Markets Inc.","100 Applied Bank Blvd.","Glen Mills","Delaware","PA","19342","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.541455 39.87534)"
"Weis Markets Inc","1651 E Cumberland Street","Lebanon","Lebanon","PA","17042","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.381601 40.350357)"
"Rite Aid Pharmacy 01304","124 South Front Street","Steelton","Dauphin County","PA","17113","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.838351 40.233828)"
"Weis Markets Inc","4525 Valley Road","Enola","Cumberland","PA","17025","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.974396 40.289971)"
"Rite Aid Pharmacy 11023","300 South Fayette Street","Shippensburg","Franklin County","PA","17257","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.520251 40.044218)"
"Weis Markets Inc","441 W Main Street","Mount Joy","Lancaster","PA","17552","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.515231 40.112701)"
"Rite Aid Pharmacy 10983","200 Greater Butler Mart","Butler","Butler County","PA","16001","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.917845 40.843295)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #6379","Homestead","Allegheny","PA","15120","Moderna","2021-01-25T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0053","Belle Vernon","Fayette","PA","15012","Moderna","2021-01-25T00:00:00.000","100",
"Giant Eagle Inc.","Giant Eagle Pharmacy #0080","Brookville","Jefferson","PA","15825","Moderna","2021-01-25T00:00:00.000","200",
"Weis Markets Inc","2100 County Line Road","Huntingdon Valle","Montgomery","PA","19006","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.071308 40.17095)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #4050","Girard","Erie","PA","16417","Moderna","2021-01-25T00:00:00.000","200",
"Weis Markets Inc","2160 White Street","York","York","PA","17404","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.770086 39.963143)"
"Rite Aid Pharmacy 01668","707 Sharon New Castle Road","Farrell","Mercer County","PA","16121","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.479439 41.212281)"
"Weis Markets Inc","1440 Allegheny Street","Jersey Shore","Lycoming","PA","17740","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.276376 41.201194)"
"Rite Aid Pharmacy 04293","5 Friendly Drive","Duncannon","Perry County","PA","17020","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.043773 40.390841)"
"Rite Aid Pharmacy 00501","201 North Washington Avenue","Scranton","Lackawanna County","PA","18503","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.663567 41.40807)"
"Rite Aid Pharmacy 02271","4135 North George Street Exit","Manchester","York County","PA","17345","Moderna","2021-01-25T00:00:00.000","200",
"Weis Markets Inc","1195 Lowther Road","Camp Hill","Cumberland","PA","17011","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.896632 40.234933)"
"Rite Aid Pharmacy 01274","4400 Pennell Road","Aston","Delaware County","PA","19014","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.426923 39.856706)"
"Wegmans Food Markets Inc.","1405 Main St.","Warrington","Buck","PA","18976","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.134192 40.230435)"
"Weis Markets Inc","70 Phoenix Road","Duryea","Luzerne","PA","18642","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.773331 41.347607)"
"Rite Aid Pharmacy 11016","24 East Avenue","Wellsboro","Tioga County","PA","16901","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.296576 41.748557)"
"Rite Aid Pharmacy 11034","2600 Willow Street Pike North","Willow Street","Lancaster County","PA","17584","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.27983 39.984716)"
"Rite Aid Pharmacy 11002","1020 Liberty Street","Franklin","Venango County","PA","16323","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.825716 41.393751)"
"Rite Aid Pharmacy 01733","1400 West Main Street","Jeffersonville","Montgomery County","PA","19403","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.362854 40.123743)"
"Weis Markets Inc","313-337 W Bald Eagle St","Lock Haven","Clinton","PA","17745","Moderna","2021-01-25T00:00:00.000","100","POINT (-77.452987 41.133538)"
"Rite Aid Pharmacy 10954","1125 Freeport Road","Pittsburgh","Allegheny County","PA","15238","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.882101 40.487654)"
"Weis Markets Inc","1800 Roosevelt Ave","York","York","PA","17404","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.767354 39.984561)"
"Weis Markets Inc","2150 Bumble Bee Hollow Rd","Mechanicsburg","Cumberland","PA","17055","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.985573 40.175475)"
"Rite Aid Pharmacy 01963","262 Connellsville Street","Uniontown","Fayette County","PA","15401","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.706898 39.900782)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2491","Gibsonia","Allegheny","PA","15044","Moderna","2021-01-25T00:00:00.000","100",
"Weis Markets Inc","5360 Lincoln Highway Ste 2","Gap","Lancaster","PA","17527","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.017773 39.991633)"
"Weis Markets Inc","3236 Route 940 Suite 116","Mt Pocono","Monroe","PA","18344","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.374456 41.12204)"
"Weis Markets Inc","339 W Walnut Street","Shamokin","Northumberland","PA","17872","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.561627 40.789843)"
"Rite Aid Pharmacy 01925","210 9th Street","Glassport","Allegheny County","PA","15045","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.892061 40.321055)"
"Weis Markets Inc","1100 N Fourth Street","Sunbury","Northumberland","PA","17801","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.784799 40.873019)"
"Rite Aid Pharmacy 00679","123 South 69th Street","Upper Darby","Delaware County","PA","19082","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.258074 39.957723)"
"Rite Aid Pharmacy 02797","1401 West Cheltenham Avenue","Melrose Park","Montgomery County","PA","19027","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.13991 40.063643)"
"Weis Markets Inc","331 N Reading Road","Ephrata","Lancaster","PA","17522","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.176401 40.191936)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0070","Mcmurray","Washington","PA","15317","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 02768","54 North Main Street","Carbondale","Lackawanna County","PA","18407","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.501494 41.573878)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2419","Uniontown","Fayette","PA","15401","Moderna","2021-01-25T00:00:00.000","100",
"Wakefern Food Corp","4701 Freemansburg Ave","Easton","Northampton","PA","18045","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.292271 40.650801)"
"Rite Aid Pharmacy 04415","14 Fifth Street","Williamsport","Lycoming County","PA","17701","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.004079 41.243659)"
"Weis Markets Inc","1272 East Penn Street","Muncy","Lycoming","PA","17756","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.761133 41.210828)"
"Weis Markets Inc","5140 Simpson Ferry Road","Mechanicsburg","Cumberland","PA","17055","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.975491 40.218958)"
"Rite Aid Pharmacy 11110","96 North Flowers Mill Road","Langhorne","Bucks County","PA","19047","Moderna","2021-01-25T00:00:00.000","200","POINT (-74.907517 40.180029)"
"Rite Aid Pharmacy 11015","821 East Bishop Street","Bellefonte","Centre County","PA","16823","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.76299 40.913783)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0041","Leechburg","Westmoreland","PA","15656","Moderna","2021-01-25T00:00:00.000","100",
"Weis Markets Inc","3825 Sullivan Trail","Easton","Northampton","PA","18040","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.241801 40.744495)"
"Rite Aid Pharmacy 01699","9141 Ridge Road","Girard","Erie County","PA","16417","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.302684 42.009526)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0494","Elizabeth","Allegheny","PA","15037","Moderna","2021-01-25T00:00:00.000","100",
"Weis Markets Inc","901 E Main St Suite 25","Palmyra","Lebanon","PA","17078","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.583724 40.313395)"
"Rite Aid Pharmacy 03400","420 North 3rd Street","Womelsdorf","Berks County","PA","19567","Moderna","2021-01-25T00:00:00.000","200","POINT (-76.188756 40.371154)"
"Rite Aid Pharmacy 00229","1184 Texas Palmyra Highway","Honesdale","Wayne County","PA","18431","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.224928 41.553747)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0054","Somerset","Somerset","PA","15501","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 01494","1120 Philadelphia Avenue","Northern Cambria","Cambria County","PA","15714","Moderna","2021-01-25T00:00:00.000","200","POINT (-78.78155 40.663348)"
"Rite Aid Pharmacy 10990","31 North Jefferson Street","New Castle","Lawrence County","PA","16101","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.347202 41.000438)"
"Weis Markets Inc","1112 Wwyomissing Blvd","West Lawn","Berks","PA","19609","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.992993 40.314727)"
"Weis Markets Inc","1204 Millersville Pike","Lancaster","Lancaster","PA","17603","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.326384 40.027676)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #2405","Rices Landing","Greene","PA","15357","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 02476","101 Main Street","Ridgway","Elk County","PA","15853","Moderna","2021-01-25T00:00:00.000","200","POINT (-78.733245 41.420713)"
"Rite Aid Pharmacy 00415","33 Public Square","Wilkes Barre","Luzerne County","PA","18701","Moderna","2021-01-25T00:00:00.000","200","POINT (-75.882467 41.245781)"
"Weis Markets Inc","110 Rolling Ridge Drive","State College","Centre","PA","16801","Moderna","2021-01-25T00:00:00.000","100","POINT (-77.825981 40.78596)"
"Wegmans Food Markets Inc.","1056 E. Lancaster Ave","Downingtown","Chester","PA","19335","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.678286 40.018406)"
"Weis Markets Inc","719 Route 522","Selinsgrove","Snyder","PA","17870","Moderna","2021-01-25T00:00:00.000","100","POINT (-76.864729 40.810178)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0023","Sarver","Butler","PA","16055","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 04682","100 William Marks Drive","Munhall","Allegheny County","PA","15120","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.903398 40.409881)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0471","Indiana","Indiana","PA","15701","Moderna","2021-01-25T00:00:00.000","200",
"Rite Aid Pharmacy 10999","100 South 3rd Street","Conneaut Lake","Crawford County","PA","16316","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.304377 41.602976)"
"Giant Eagle Inc.","Giant Eagle Pharmacy #0065","Pittsburgh","Allegheny","PA","15212","Moderna","2021-01-25T00:00:00.000","100",
"Rite Aid Pharmacy 10891","843 Rostraver Road","Belle Vernon","Westmoreland County","PA","15012","Moderna","2021-01-25T00:00:00.000","200","POINT (-79.842985 40.13649)"
"Rite Aid Pharmacy 03972","811 East State Street","Sharon","Mercer County","PA","16146","Moderna","2021-01-25T00:00:00.000","200","POINT (-80.494235 41.233023)"
"Weis Markets Inc","1471 Martin Street","State College","Centre","PA","16801","Moderna","2021-01-25T00:00:00.000","100","POINT (-77.891 40.804368)"
"Rite Aid Pharmacy 01976","207 Route 6 West","Coudersport","Potter County","PA","16915","Moderna","2021-01-25T00:00:00.000","200","POINT (-78.029963 41.7671)"
"Wegmans Food Markets Inc.","220 Highland Park Blvd.","Wilkes-barre","Luzerne","PA","18702","Moderna","2021-01-25T00:00:00.000","100","POINT (-75.861409 41.234593)"
"Rite Aid Pharmacy 03609","415 East Queen Street","Chambersburg","Franklin County","PA","17201","Moderna","2021-01-25T00:00:00.000","200","POINT (-77.653984 39.93488)"
